,Unnamed: 0,strategy,label
21,21,Pair the children with older children for certain activities - reading,0
1584,1584,"Just try and keep her involved, help when I'm doing these things",1
272,272,Explaining how exciting it will be,0
1098,1098,Playtime on his level.,0
885,885,Lots of planned activities,0
876,876,do rewards,0
1989,1989,He is still working on fine motor skills and purposeful movement through assisted play,3
3087,3087,I completely sympathise with you.,4
259,259,Engaging with her and the video during screen time  to help her understand and interact.,0
3035,3035,there are many other ways to deal with this with much less risk . ,4
1745,1745,Having her help pick out her clothes for the day.,2
2227,2227,I would like her to care for her foster siblings more.,4
727,727,"For whatever reason, underwear is really important to him.  He sees me separating his clothes and making piles on our bed.  He will take the stack of his clean underwear and put it away in his drawer/cubby.  We buy his favorite characters which right now are Angry Birds and Angry Birds Star Wars.  He just found out about boxer shorts, so it's pretty neat to him right now.",0
1451,1451,letting her be part of the job/whole family activity,1
2759,2759,he started getting temperature ,4
1214,1214,We limited the amount of screen time now,0
363,363,Explained that toys left out can get lost or hurt somebody,0
188,188,Doing a little bit at a time,0
2271,2271,"Dad, grandma's",4
1612,1612,Teacher encouragement and acknowledgement when she does something good is very important to her.,1
2483,2483,"when she is older, ",4
942,942,"For sleep, he uses melatonin",0
1464,1464,Including in tasks even if they're hard,1
2139,2139,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.",4
619,619,adult supervision,0
178,178,Purchase age appropriate toys and games,0
2828,2828,I really hope that you find some answers ,4
2588,2588,not walking away shrugging that nothing's to be done.,4
1206,1206,Gather info about events.,0
1486,1486,Reduce stress,1
2165,2165,Needs one on one parent to engage him.,4
823,823,setting routines for chores,0
394,394,The school has a mini tramp for sensory kids available.,0
2502,2502,"with this frequent reflux and intense gas, I worry weaning him so early will make his situation worse.",4
1283,1283,We sit on the floor to play with our child,0
545,545,"Have opportunities in the community for her to participate in organized sports or clubs, etc. ",0
3024,3024,but once in his chair he goes i get scared he will fall. ,4
2731,2731,I tried to feel it with my hand and I can sense that it has some depth,4
2016,2016,"Gross motor--> trampoline, climbing wall, bikes, playing with siblings",3
204,204,Ensuring that the timing is correct so she is not tired and is not hungry,0
2937,2937,3 month later it is still on my mind ,4
1522,1522,"Give her clean laundry to ""shake"" while I fold it",1
66,66,We play along with games. We don't just interact but get to their level of play and treat their creativity as important as anything else.,0
1585,1585,encourage her to play kindly with her brother,1
1903,1903,rewards/recognition,2
2046,2046,"Increased literacy and word awareness may help with his ability to sit for reading. OT is working on drawing/coloring, but it is a VERY non-preferred activity.",3
1044,1044,social stories,0
1728,1728,relay to my child that it is important to wash hands after bathroom and take regular baths,2
1915,1915,My Daughter reacts well to M&ms and if she takes a bit she can get a treat or using her words she gets a treat,2
1965,1965,"We have been practiving ""IN"" & ""OUT"" and ask her to put toy ""in"" bucket to clean up",3
1409,1409,"My son is very responsive to praise, so another strategy is to be over the top about how happy I am when he complies or does something he didn't use to be able to do (i.e. zip clothes, put on/take off clothes, etc.)",1
758,758,Routines and consistency so she knows what to expect.,0
950,950,Explain everything that you are doing,0
772,772,Places where he can move around freely. He wouldn't do well in a theater environment for example,0
1058,1058,"Teach older siblings how to play with, care for and attend to [name's] needs",0
318,318,Be a good example,0
1590,1590,Constant support and supervision,1
129,129,show him other children do it,0
244,244,Find a way hikes in the woods are possible.,0
2000,2000,"Getting dressed, [name] has been practicing dressing himself and can now get dressed by himself with assistance.",3
2405,2405,that our son could not be better! ,4
1554,1554,Use patience with her to make sure she is included,1
2251,2251,Overnight at a friends house was stressful. Needed more structure.,4
156,156,We stay with family rather than in a hotel.,0
2374,2374, if he hasn't seen them already. ,4
1365,1365,Having an EA 100% of the time,0
915,915,organized healthy meals,0
493,493,Strict routines.,0
1680,1680,Encourage independence where appropriate,1
11,11,Offering puzzles and pretend play through out the day. ,0
2557,2557,have so many late marks ,4
2758,2758,Once diagnosed and treated ,4
1539,1539,Lots of encouragement and demonstrating,1
2859,2859,Im sure there are nutritional differences between juices coming out of a masticating juicer or a centrifugal one,4
1992,1992,Hand over hand and helping her physically complete tasks,3
316,316,take own toys,0
2783,2783,and I both worry and feel good about both (7 and 10 years old). ,4
3077,3077,She does nothing we ask her to ,4
115,115,I will be putting my daughter in 4-H when she is 8 years old,0
1285,1285,Sit and do the activity with her,0
2929,2929,she has been having cough from last 8 months. ,4
612,612,"Give him a heads-up ahead of time, explain what the appointment is for, and what is expected of him.",0
185,185,Will learn when attending pre-school/ daycare,0
3076,3076,True medical and or learning conditions ,4
1071,1071,It took the coach constantly engaging him individually to involve him.,0
221,221,introducing him to new activities all the time,0
1021,1021,Listening to my daughter and paying attention to her feelings,0
2835,2835, as she has no other outlet for her emotions.,4
762,762,He responds to people and voices so we do mostly songs and stories to engage him and get him to interact,0
883,883,"She's an active girl, so she loves being outside. We model pieces of equipment at the park when she is unsure, but other than that we allow her to try to do as much independently as possible.",0
1914,1914,Model expectation and prompt often until the expectation is routine.,2
782,782,Don't all any playing on smartphone or ipad,0
2066,2066,More consistent in cleaning up and putting toys away,3
1389,1389,Clean up - we sing songs too and have his siblings help as well.,0
926,926,I offer him toys to play with so he will be quiet when he needs to be.,0
2308,2308,My son does not do well in crowds,4
2622,2622, for pretty much most of his young life ,4
2672,2672,"However, this diagnosis sounds very promising ",4
2072,2072,body regulation,3
