,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Dataset,ID,strategy,broad activity ,setting ,label,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
172,172,2552,3109,3359,3683,SNF Supp.,792,Get a bigger apartment.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
173,173,2554,3111,3361,3685,SNF Supp.,792,Go to play groups.,educational,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
174,174,2553,3110,3360,3684,SNF Supp.,792,Get him whatever he needs.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
175,175,2585,3142,3392,3716,SNF Supp.,792,Taxi to events.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
176,176,2571,3128,3378,3702,SNF Supp.,792,he is too young right now. This will change as he grows.,socializing,home,4.0,,,,,,,,,,,,,,,,,,,,
177,177,2557,3114,3364,3688,SNF Supp.,792,Have new Nanny make new friends,educational,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
178,178,65,88,88,88,WC Baseline ,01-016,I try to get him to eat better by singing and talking a lot while feeding him.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
179,179,64,87,87,87,WC Baseline ,01-016,Have his older sister play and show him things.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
180,180,62,85,85,85,WC Baseline ,01-016,"At meal time with jars of baby food, I usually have to distract him to finish his meals. He also won't feed himself.",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
181,181,63,86,86,86,WC Baseline ,01-016,Have him watch me do my daily duties and talk and tell him what I'm doing while I'm doing it.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
182,182,28,51,51,51,PROSPECT,78,"Again, I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.",play,home,4.0,,,,,,,,,,,,,,,,,,,,
183,183,32,55,55,55,PROSPECT,78,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.",chore,home,4.0,,,,,,,,,,,,,,,,,,,,
184,184,31,54,54,54,PROSPECT,78,"I put the activity in front of him, show him how to play with the objects (he usually cannot remember), and activate his upper arm muscles through hands-on assistance to get him started.  Then I often leave him to begin play at his own pace, as it takes several minutes before he is ready to touch unfamiliar (or forgotten) objects.",play,home,0.0,,,,,,,,,,,,,,,,,,,,
185,185,35,58,58,58,PROSPECT,78,"Physical therapy, feeding therapy, and occupational therapy, as my child cannot yet participate in these routines due to his undiagnosed disease.",basic care routine,home,4.0,,,,,,,,,,,,,,,,,,,,
186,186,37,60,60,60,PROSPECT,78,We're waiting for my son to be eligible for COVID vaccination so that he can participate safely in activities.,classes and groups,community ,4.0,,,,,,,,,,,,,,,,,,,,
187,187,33,56,56,56,PROSPECT,78,"My nieces and nephew will try to interact with him by reading him stories, listening to what he's saying using his AAC device.  His female cousin is 1 year old w/ arthrogryposis, so my son will sometimes push toys to her, and babbles a bit more because of her example.",social,home,0.0,,,,,,,,,,,,,,,,,,,,
188,188,30,53,53,53,PROSPECT,78,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.",neighborhood outings,community ,4.0,,,,,,,,,,,,,,,,,,,,
189,189,29,52,52,52,PROSPECT,78,"All of the adults in my family will play games with him, give hugs (his favorite), do various speech/physical/occupational therapy activities with him, etc.",social,home,0.0,,,,,,,,,,,,,,,,,,,,
190,190,34,57,57,57,PROSPECT,78,"My son's neurologist has asked that we not travel away from an area with a comprehensive Children's Hospital, due to his erratic hospitalizations.  Once my son is fully vaccinated from COVID, we hope to be able to travel to see his grandparents in California.",recreational ,community,4.0,,,,,,,,,,,,,,,,,,,,
191,191,767,1324,1324,1648,WC 6m,02-039,"With wheelchair help move or ""carry"" items",social ,home,1.0,,,,,,,,,,,,,,,,,,,,
192,192,491,712,712,942,WC 3m,02-039,"Limit distraction, use of solid tones when presenting an objects to help the visual contract",home,home,0.0,,,,,,,,,,,,,,,,,,,,
193,193,290,511,511,741,WC Baseline ,02-039,Repetitive use of the same 6 iPad games,play,home,3.0,,,,,,,,,,,,,,,,,,,,
194,194,762,1319,1319,1643,WC 6m,02-039,"Still working on purposeful motor control, through play, mimicing and muscle memory",basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
195,195,464,685,685,915,WC 3m,02-039,Have guests play with or read to him. Have him attempt vocalizations with the guest,social,home,0.0,,,,,,,,,,,,,,,,,,,,
196,196,758,1315,1315,1639,WC 6m,02-039,"It takes a lot of effort to use his arms/hands. However, for toy ""clean up"" I have him roll or push toys back to their spot",chore,home,2.0,,,,,,,,,,,,,,,,,,,,
197,197,286,507,507,737,WC Baseline ,02-039,"Music and movement, dance off, type turn taking, musical movmement songs ie: head and shoulders, hokey pokey etc",play,home,0.0,,,,,,,,,,,,,,,,,,,,
198,198,755,1312,1312,1636,WC 6m,02-039,Ensure proper lighting and minimize busyness of environment Ie: solid colour backgrounds to make colourful toys stand out visually,home,home,0.0,,,,,,,,,,,,,,,,,,,,
199,199,761,1318,1318,1642,WC 6m,02-039,Provide assistance with mucle moveents in play. Provide repetition,home,home,3.0,,,,,,,,,,,,,,,,,,,,
200,200,406,627,627,857,WC 3m,02-039,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,home,home,1.0,,,,,,,,,,,,,,,,,,,,
201,201,560,924,924,1245,WC 3m,02-039,Same as page 1,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
202,202,453,674,674,904,WC 3m,02-039,Give examples of what is expected before asking him to do it,home,home,0.0,,,,,,,,,,,,,,,,,,,,
203,203,283,504,504,734,WC Baseline ,02-039,"We have visitors do famimliar things with him: read, songs, iPad, talk etc",social,home,0.0,,,,,,,,,,,,,,,,,,,,
204,204,759,1316,1316,1640,WC 6m,02-039,"On the iPad working towards more direct contact, ie: one app activates by touching anywhere, others need actual item contact",play,home,0.0,,,,,,,,,,,,,,,,,,,,
205,205,291,512,512,742,WC Baseline ,02-039,"Teeth brushing - encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate",basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
206,206,763,1320,1320,1644,WC 6m,02-039,Story time: pointing out items or character in the book and asking him to try to locate them as well,play,home,1.0,,,,,,,,,,,,,,,,,,,,
207,207,469,690,690,920,WC 3m,02-039,He is still working on fine motor skills and purposeful movement through assisted play,play,home,3.0,,,,,,,,,,,,,,,,,,,,
208,208,756,1313,1313,1637,WC 6m,02-039,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks",basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
209,209,760,1317,1317,1641,WC 6m,02-039,"Play ""look and find"" our dog Cheech. Also, comfort with gentle petting when he (Cheech) is scared. 4. Helps while in stander wash and rinse light dishes",chore,home,0.0,,,,,,,,,,,,,,,,,,,,
210,210,418,639,639,869,WC 3m,02-039,"Currently we are combining music and motion, also using cuase and effect toys. He also is playing cause and effect games on the iPad",play,home,0.0,,,,,,,,,,,,,,,,,,,,
211,211,285,506,506,736,WC Baseline ,02-039,iPad,home,home,4.0,,,,,,,,,,,,,,,,,,,,
212,212,404,625,625,855,WC 3m,02-039,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc",social,home,3.0,,,,,,,,,,,,,,,,,,,,
213,213,452,673,673,903,WC 3m,02-039,Getting him to do things with me while I do them for him,basic care routine ,home,2.0,,,,,,,,,,,,,,,,,,,,
214,214,465,686,686,916,WC 3m,02-039,"Have him help ""carry"" items with him wheelchair, such as gifts",social,home,2.0,,,,,,,,,,,,,,,,,,,,
215,215,764,1321,1321,1645,WC 6m,02-039,Touching/smelling food,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
216,216,284,505,505,735,WC Baseline ,02-039,Encourage and place his hands appropriately to rip open gifts,social,home,1.0,,,,,,,,,,,,,,,,,,,,
217,217,288,509,509,739,WC Baseline ,02-039,"Over Christmas we had him touch, feel, smell all the food we were preparing for dinner",social,home,1.0,,,,,,,,,,,,,,,,,,,,
218,218,757,1314,1314,1638,WC 6m,02-039,"In the bath, filling and emptying water, like filling and squeezing water out or empty shampoo bottles or filling and dumping small toy cups",play,home,0.0,,,,,,,,,,,,,,,,,,,,
219,219,287,508,508,738,WC Baseline ,02-039,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair",basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
220,220,293,514,514,744,WC Baseline ,02-039,"Use of positioning equipment. Wheelchair, stander, special tomato seat, adjustable bed, bath chair, neck floatation ring, bean bag chair, floor mats, rolls, pillows, etc",home,home,0.0,,,,,,,,,,,,,,,,,,,,
221,221,289,510,510,740,WC Baseline ,02-039,"Regularly reding the same 20 books, by various different people. Watch and expand upon engagement",play,home,0.0,,,,,,,,,,,,,,,,,,,,
222,222,765,1322,1322,1646,WC 6m,02-039,Verbal communiation on what activity is going to happen to help anticipate,home,home,0.0,,,,,,,,,,,,,,,,,,,,
223,223,294,515,515,745,WC Baseline ,02-039,"We are still working on motor skills, using his limbs and fingers",chore,home,3.0,,,,,,,,,,,,,,,,,,,,
224,224,754,1311,1311,1635,WC 6m,02-039,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements",basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
225,225,768,1325,1325,1649,WC 6m,02-039,Working on maintaining acknowledgement of visitors with waving or verbal sounds,social ,home,3.0,,,,,,,,,,,,,,,,,,,,
226,226,292,513,513,743,WC Baseline ,02-039,Use of assorted cuase and effect toys,home,home,0.0,,,,,,,,,,,,,,,,,,,,
227,227,766,1323,1323,1647,WC 6m,02-039,With a lot of assistance holds and pours food into feeding bag also play grabbing and conting beans while in stander,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
228,228,295,516,516,746,WC Baseline ,02-039,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
229,229,1782,2339,2339,2663,SNF Supp.,464,We are looking to do the activity more often since the child has double dental insurance. ,outing ,community,4.0,,,,,,,,,,,,,,,,,,,,
230,230,1786,2343,2343,2667,SNF Supp.,464,We go and do things that do not require a lot of time or that we can change quickly to a preferred activity.,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
231,231,1768,2325,2325,2649,SNF Supp.,464,"Our son has been going to the same hair dresser for the past 3 or more years.  It's a familiar person and a familiar place.  It's a small boutique, so it's one client at a time.  We can close the door to be more private too.  She has a candy bowl and if he's good and sits, he can choose so many candies.  I have to spray his hair down first and comb it through (mommy's touch).  He doesn't like anyone else trying to delta glue his hair.  We have been consistent about getting his haircut.  It has been a work in progress.  When we first started, he would scream and squirm.  Little by little, we have worked up to a little boy who hops into that chair all on his own, gets the smock on and towel tucked in the back without any issues.  It's so nice.We've been consistent on the dentist as well and have taken him since he was a baby.  We actually have a dental appt. this afternoon today.  We've seen the same dentist now for 3-4 visits as our insurance changed two years ago.  This is a family practice, but it's more adult. There aren't cutie animal pics or children's videos like at his last pediatric dentist.  It's more formal and I bring the iPAD or a book.  We tell him what to expect: the dentist is going to count your teeth, brush them with a special toothbrush and flavor, and maybe take a picture.  Since learning about his sensory needs and compressions, we are going to massage his face this afternoon to get his body ready.  His mouth is sensitive.",neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
232,232,1766,2323,2323,2647,SNF Supp.,464,Model expectation and prompt often until the expectation is routine.,classes and groups,community,2.0,,,,,,,,,,,,,,,,,,,,
233,233,1754,2311,2311,2635,SNF Supp.,464,Having an alternative activity such as  an iPad helps to occupy the child while others eat and socialize. ,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
234,234,1793,2350,2350,2674,SNF Supp.,464,We use a token board as well to help complete activities or assignments.  I mainly use it for set work or activities at the table.  He chooses what he's working for in the beginning and he earns a tone for each step/task in order to win the item he initially chose.  I don't always need to use the token board.  I also use a timer either on the microwave or on the iPAD when completing these activities.  His attention is about 5-10 min for non-preferred activities.,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
235,235,1789,2346,2346,2670,SNF Supp.,464,"We have seen more imaginative play this past year than ever before.  At times, we hear him playing in his room and around the house with his figures.  At times, we can actually understand what he is saying and what scenario he is creating.  A few years ago, when he was just 3, it was more memorized dialog than anything else.  We had accumulated different Halloween costumes at one point and he started asking to wear them around the Ouse throughout the year.  Sure!  He and his brother would play dress up and that's really what sparked more of the imaginative play in our house that andThomas the train.  We had a train table at one point and the boys would be the characters and do scenes from some of the videos.  Again, older brother has helped to be such a good peer model for him.",play,home,0.0,,,,,,,,,,,,,,,,,,,,
236,236,1759,2316,2316,2640,SNF Supp.,464,Involve others in an activity such as swimming or a board game.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
237,237,1751,2308,2308,2632,SNF Supp.,464,Have the visitor attempt to engage the in conversation.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
238,238,1743,2300,2300,2624,SNF Supp.,464,"A few months ago, a car wash opened up in our area.  On a whim, we tried it to see how they'd both handle it. They loved it!  Now, it's become king of an attraction that they can sort of earn.  We usually wash our own cars to save cash, but we treat ourselves to it from time to time.  They are mesmerized by it!",neighborhood outings,community,2.0,,,,,,,,,,,,,,,,,,,,
239,239,1747,2304,2304,2628,SNF Supp.,464,"Food incentives work to keep him in his seat, but his interest goes away once the food is gone.",community sponsored,community,2.0,,,,,,,,,,,,,,,,,,,,
240,240,1758,2315,2315,2639,SNF Supp.,464,"In the past, bedtime was a struggle.  We kept a consistent bedtime, he'd sleep for a few hours, but hen he would wake up and be UP for another 1-3 hours.  The next night's sleep for all of us in the house would depend on how the previous night went.  It was exhausting!  This past Spring, we learned that our son needed more physical activity in the morning and compressions at night.  When we do this for him, he sleeps through the night and when we don't, he's up.  We have since switched his afternoon PT appt. to mornings because he was waking up every Tuesday night saying his legs hurt.  True, he was getting a workout and he was building muscle tone, but the effects were more of an awakening of the body and would last for hours.  Since the change to morning PT, we haven't had any issues.  Our son also sleeps with a weighted blanket upon recommendation from our OT and that is also helping.",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
241,241,1781,2338,2338,2662,SNF Supp.,464,"We are homeschooling this year, so he is on the computer quite a bit.  I really don't want him on more than he is.  We take breaks often and sometimes his reward is earning some time on the iPAD.",play,home,0.0,,,,,,,,,,,,,,,,,,,,
242,242,1761,2318,2318,2642,SNF Supp.,464,Involve the child in meal preparation.,social ,home,1.0,,,,,,,,,,,,,,,,,,,,
243,243,1750,2307,2307,2631,SNF Supp.,464,"For whatever reason, underwear is really important to him.  He sees me separating his clothes and making piles on our bed.  He will take the stack of his clean underwear and put it away in his drawer/cubby.  We buy his favorite characters which right now are Angry Birds and Angry Birds Star Wars.  He just found out about boxer shorts, so it's pretty neat to him right now.",chore,home,0.0,,,,,,,,,,,,,,,,,,,,
244,244,1788,2345,2345,2669,SNF Supp.,464,We have in mind the extent to which the child can concentrate and control their body.,community sponsored,community,4.0,,,,,,,,,,,,,,,,,,,,
245,245,1784,2341,2341,2665,SNF Supp.,464,We attempt to incorporate sports with unstructured playtime.,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
246,246,1765,2322,2322,2646,SNF Supp.,464,Make conversation short and simple.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
247,247,1769,2326,2326,2650,SNF Supp.,464,Our son has not yet had a sleepover.  He's too young in our opinion.   Socialization other than with his family and therapists is a struggle.  We are opting to homeschool him this year and we are concerned as we know that he needs to be around typical kids his age.  We are looking into social groups and more opportunities for him to interact with same-aged peers.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
