,Unnamed: 0,ID,Entries,Forum,Forum size (# of posts),Age of Child,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,label,strategy
117,117,3029,Nobody else seems to have an issue with it,,,11,,,,,,,,,,,,,,,,,,,,,,,4,Nobody else seems to have an issue with it
118,118,3030,my 5 year old son gets this aswell. i have no idea what it is. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,my 5 year old son gets this aswell. i have no idea what it is. 
119,119,3030,it doesnt bother him at all. amd flares up every now and again.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,it doesnt bother him at all. amd flares up every now and again.
120,120,3030,his had this for months since last year even. comes and goes. but just doesnt bother him at all.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,his had this for months since last year even. comes and goes. but just doesnt bother him at all.
121,121,3031,According to rheumotologist it seems that my son might have PSRA.,,,,,,,,,,,,,,,,,,,,,,,,,,4,According to rheumotologist it seems that my son might have PSRA.
122,122,3031,He had Lyme a few years ago and I am now wondering what came first…,,,,,,,,,,,,,,,,,,,,,,,,,,4,He had Lyme a few years ago and I am now wondering what came first
123,123,3031,"After strep he has severe joint pain, unusual behavior, increased fears, light sensitivity, headaches.",,,,,,,,,,,,,,,,,,,,,,,,,,4,"After strep he has severe joint pain, unusual behavior, increased fears, light sensitivity, headaches."
124,124,3032,"my son has several disabilites, nystagmus(he can only see 0.5 logmar, communacationg/understanding problems hyperactivite speach delay",,,,,,,,,,,,,,,,,,,,,,,,,,4,"my son has several disabilites, nystagmus(he can only see 0.5 logmar, communacationg/understanding problems hyperactivite speach delay"
125,125,3032,he has some diganoises and has finely been put on the waiting list for austim and is still under edwin lowbow for ADHD,,,,,,,,,,,,,,,,,,,,,,,,,,4,he has some diganoises and has finely been put on the waiting list for austim and is still under edwin lowbow for ADHD
126,126,3032,the slightist thing that upsets him if he doesnt break down crying and goes silent and doesnt move or respond to anyone,,,,,,,,,,,,,,,,,,,,,,,,,,4,the slightist thing that upsets him if he doesnt break down crying and goes silent and doesnt move or respond to anyone
127,127,3032,he gets very angery and attacks his sisters or he breaks things ,,,,,,,,,,,,,,,,,,,,,,,,,,4,he gets very angery and attacks his sisters or he breaks things 
128,128,3032,he broke down crying saying he dont no why he did it and cant remember what upset him,,,,,,,,,,,,,,,,,,,,,,,,,,4,he broke down crying saying he dont no why he did it and cant remember what upset him
129,129,3032,myself and my daughters have no idea what cause him todo this ,,,,,,,,,,,,,,,,,,,,,,,,,,4,myself and my daughters have no idea what cause him todo this 
130,130,3032,this is starting to become very costly and it is unfair on my daughters,,,,,,,,,,,,,,,,,,,,,,,,,,4,this is starting to become very costly and it is unfair on my daughters
131,131,3032,If it wasn't just myself and his two sisters that could easily be done but I have to split my time between them all,,,,,,,,,,,,,,,,,,,,,,,,,,4,If it wasn't just myself and his two sisters that could easily be done but I have to split my time between them all
132,132,3032,also he cant deal with loud noises so it would just make things worse for him,,,,,,,,,,,,,,,,,,,,,,,,,,4,also he cant deal with loud noises so it would just make things worse for him
133,133,3032,I just need some sort of way to try and help him deal with his emotions ,,,,,,,,,,,,,,,,,,,,,,,,,,4,I just need some sort of way to try and help him deal with his emotions 
134,134,3033,"He doesn't know what's happening to him, so he is scared",,,,,,,,,,,,,,,,,,,,,,,,,,4,"He doesn't know what's happening to him, so he is scared"
135,135,3033,"When he's scared, he's sad, and that makes him angry",,,,,,,,,,,,,,,,,,,,,,,,,,4,"When he's scared, he's sad, and that makes him angry"
136,136,3033,"Ideally, one parent should always be by his side, while the other one does the day-to-day stuff.",,,,,,,,,,,,,,,,,,,,,,,,,,4,"Ideally, one parent should always be by his side, while the other one does the day-to-day stuff."
137,137,3033,"Not easy, but don't think about it. Just treat it as a fact.",,,,,,,,,,,,,,,,,,,,,,,,,,4,"Not easy, but don't think about it. Just treat it as a fact."
138,138,3034,"So my 6 year old is always feeling sick when it comes to food, before after and during she’s feeling sick and is never actually sick",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"So my 6 year old is always feeling sick when it comes to food, before after and during shes feeling sick and is never actually sick"
139,139,3034,She’ll eat a bit then we have to go to the toilet because she feels sick.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Shell eat a bit then we have to go to the toilet because she feels sick.
140,140,3034,It’s not with any particular food and she is an extremely healthy child (maybe to healthy!),,,6,,,,,,,,,,,,,,,,,,,,,,,4,Its not with any particular food and she is an extremely healthy child (maybe to healthy!)
141,141,3034,They said it could be her been picky or the consistency of the food ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,They said it could be her been picky or the consistency of the food 
142,142,3034,There’s a lot of pressure on them at school to be healthy and she takes everything to heart,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Theres a lot of pressure on them at school to be healthy and she takes everything to heart
143,143,3034, It’s really starting to get her down ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, Its really starting to get her down 
144,144,3034,shes petrified of putting weight on,,,6,,,,,,,,,,,,,,,,,,,,,,,4,shes petrified of putting weight on
145,145,3034,we still have some bad days but not as often,,,6,,,,,,,,,,,,,,,,,,,,,,,4,we still have some bad days but not as often
146,146,3035,If your child is Dyspraxic then it is possbile that they have some sensitivties around food,,,,,,,,,,,,,,,,,,,,,,,,,,4,If your child is Dyspraxic then it is possbile that they have some sensitivties around food
147,147,3035,"could be autism related, it could be touch related, maybe your child was ill at some point over food and hasn't forgotten it",,,,,,,,,,,,,,,,,,,,,,,,,,4,"could be autism related, it could be touch related, maybe your child was ill at some point over food and hasn't forgotten it"
148,148,3035,I know this too well as an ADULT with Dyspraxia,,,,,,,,,,,,,,,,,,,,,,,,,,4,I know this too well as an ADULT with Dyspraxia
149,149,3035, hope some of this is now sorted for your sakes,,,,,,,,,,,,,,,,,,,,,,,,,,4, hope some of this is now sorted for your sakes
150,150,3036,My 4 years old son has had a fever for the last 7 hours.,,,4,,,,,,,,,,,,,,,,,,,,,,,4,My 4 years old son has had a fever for the last 7 hours.
151,151,3036,His fevers have been fluctuating between 99 degrees and 103 degrees.,,,4,,,,,,,,,,,,,,,,,,,,,,,4,His fevers have been fluctuating between 99 degrees and 103 degrees.
152,152,3036,"Coming like waves they build up to 103 and then slowly drop to 99 (hitting 102,101,100) then build back up to 103. ",,,4,,,,,,,,,,,,,,,,,,,,,,,4,"Coming like waves they build up to 103 and then slowly drop to 99 (hitting 102,101,100) then build back up to 103. "
153,153,3036,This has been happening multiple times an hour. ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,This has been happening multiple times an hour. 
154,154,3036,The doctor we saw said our thermometer must be broken ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,The doctor we saw said our thermometer must be broken 
155,155,3036, we have been testing it on all four members of our family without fluctuations in temperature,,,4,,,,,,,,,,,,,,,,,,,,,,,4, we have been testing it on all four members of our family without fluctuations in temperature
156,156,3037,My son is 9 months old and recently started making this weird involuntary noise during a specific babble noise.,,,9 m,,,,,,,,,,,,,,,,,,,,,,,4,My son is 9 months old and recently started making this weird involuntary noise during a specific babble noise.
157,157,3037,It almost sounds like a hiccup and makes his babble abruptly stop ,,,9 m,,,,,,,,,,,,,,,,,,,,,,,4,It almost sounds like a hiccup and makes his babble abruptly stop 
158,158,3037,he almost gasps for a breathe right after. ,,,9 m,,,,,,,,,,,,,,,,,,,,,,,4,he almost gasps for a breathe right after. 
159,159,3037,He does not seem bothered by it and he is not struggling to breath.,,,9 m,,,,,,,,,,,,,,,,,,,,,,,4,He does not seem bothered by it and he is not struggling to breath.
160,160,3038,My 5 year old is a happy and healthy little boy,,,5,,,,,,,,,,,,,,,,,,,,,,,4,My 5 year old is a happy and healthy little boy
161,161,3038,He refuses to poo on the toilet and soils his pants.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,He refuses to poo on the toilet and soils his pants.
162,162,3038,He will pee in the toilet no problem,,,5,,,,,,,,,,,,,,,,,,,,,,,4,He will pee in the toilet no problem
163,163,3038, He will also hold on and not poo for days until he produces a giant poo in his jocks.,,,5,,,,,,,,,,,,,,,,,,,,,,,4, He will also hold on and not poo for days until he produces a giant poo in his jocks.
164,164,3038,His 6 year old brother has no problem with the toilet at all.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,His 6 year old brother has no problem with the toilet at all.
165,165,3038,He will poo in his jocks and then flush the pooh into the toilet himself.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,He will poo in his jocks and then flush the pooh into the toilet himself.
166,166,3039,My son had what looked like an ulcar on his lip. after eating a pack of salt n vineger crisps.,,,,,,,,,,,,,,,,,,,,,,,,,,4,My son had what looked like an ulcar on his lip. after eating a pack of salt n vineger crisps.
167,167,3039,over past hour or so its got swollen. ,,,,,,,,,,,,,,,,,,,,,,,,,,4,over past hour or so its got swollen. 
168,168,3039,been and got some piriton.,,,,,,,,,,,,,,,,,,,,,,,,,,4,been and got some piriton.
169,169,3039,if its something else or it is an allergic reaction.,,,,,,,,,,,,,,,,,,,,,,,,,,4,if its something else or it is an allergic reaction.
170,170,3040,"my grandson has a scab on his right thigh, it was small a few days ago",,,,,,,,,,,,,,,,,,,,,,,,,,4,"my grandson has a scab on his right thigh, it was small a few days ago"
171,171,3040,I did not think much of it until now,,,,,,,,,,,,,,,,,,,,,,,,,,4,I did not think much of it until now
172,172,3040,it has grown quite bigger and i am concerned,,,,,,,,,,,,,,,,,,,,,,,,,,4,it has grown quite bigger and i am concerned
173,173,3041,"Roughly 5 weeks ago, my 2 year 4 month old boy started acting very lethargic and just overall weird",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"Roughly 5 weeks ago, my 2 year 4 month old boy started acting very lethargic and just overall weird"
174,174,3041,"doctors finally identified that his blood pressure was dangerously high, like 145/100",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"doctors finally identified that his blood pressure was dangerously high, like 145/100"
175,175,3041,we're running out of things to look at,,,2,,,,,,,,,,,,,,,,,,,,,,,4,we're running out of things to look at
176,176,3041,"We have, at times, suspected a pheochromocytoma, renal artery stenosis, seizures, heart problems, and more",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"We have, at times, suspected a pheochromocytoma, renal artery stenosis, seizures, heart problems, and more"
177,177,3041,the doctors are running out of things to look for,,,2,,,,,,,,,,,,,,,,,,,,,,,4,the doctors are running out of things to look for
178,178,3041,"Extensive blood work, everything from basic blood work, to kidney function and kidney hormones",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"Extensive blood work, everything from basic blood work, to kidney function and kidney hormones"
179,179,3041,all normal except normetanephrines which were slightly elevated,,,2,,,,,,,,,,,,,,,,,,,,,,,4,all normal except normetanephrines which were slightly elevated
180,180,3041,"Ultrasound of kidneys and adrenals, normal",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"Ultrasound of kidneys and adrenals, normal"
181,181,3041,"Doppler ultrasound of renal arteries, normal",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"Doppler ultrasound of renal arteries, normal"
182,182,3041,"MRI of brain and abdomen, normal - renal arteries were normal, no mass on adrenal glands,",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"MRI of brain and abdomen, normal - renal arteries were normal, no mass on adrenal glands,"
183,183,3041,"Echocardiogram, normal",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"Echocardiogram, normal"
184,184,3041,"CT Scan, originally concerned about hypertensive encephalitis, normal",,,2,,,,,,,,,,,,,,,,,,,,,,,4,"CT Scan, originally concerned about hypertensive encephalitis, normal"
185,185,3041, the doctors have essentially exhausted their testing,,,2,,,,,,,,,,,,,,,,,,,,,,,4, the doctors have essentially exhausted their testing
186,186,3041,He's on 2.2 milligrams of amlodapine (Norvasc) twice daily ,,,2,,,,,,,,,,,,,,,,,,,,,,,4,He's on 2.2 milligrams of amlodapine (Norvasc) twice daily 
