Dataset,ID,strategy ,broad activity ,setting ,rating,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-037,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-037,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-037,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-037,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-037,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-037,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-037,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-037,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,Arrange to have cousins play together (very close in age),home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,Pick age appropriate toys to play with older sibling with,home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,She was to start daycare the day she was admitted to the hospital,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-039,Use patience with her to make sure she is included,home,home,1,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Aide in the classroom,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Dedicated specific time to work together,home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Early intervention with OT,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Hand-over-hand,home,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Have aide in classroom to bridge gaps,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Having all schedule for household activities,home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Keep routines consistent,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Resource teacher from Lanodowne to add strategies for learning,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-041,Use PEC cards,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Assist from PT/OT/SLP in the school itself,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Dedicated staff,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,"Encourage activite participation - allow her to participate where able in both routine & play activities. Practise tasks freqently, hand-over-hand support where required",home,home,1,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,"Ensure she is set up to be successful - special seating, use of walker, special shoes, appropriate sized utensils/toys",home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Facilitation inclusion coordinator works 1-on-1 with [name] to incorporate her into group activities and assist as required,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Hand-over-hand teaching,chore,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Inclusion facilitator,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Incorporate strategies recommended by therapy team (OT/PT/SLP),home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Lots of encouragement,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Lots of practise,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,"[name] has an IEP which is followed by staff to increase successful participation. Staff know how to help her stand/walk, communication. IEP is created by therapy staff, teachers & mom/dad reviewed every few months",educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,One-on-one play time with Mom&Dad (lots),play,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Practise,chore,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Providing lots of different types of activities to see what interests her/where skills lie,play,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Routine - keeping activities the same,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Sibling support-siblings teach/encourage/mentor,play,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-042,Specialized seating to allow [name] to sit/work with peers,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-043,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-046,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-048,none,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-055,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,Encourage as she tries new things,home,home,1,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,"Make sure she has age appropriate books, toys, activities",home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,none,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,none,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,none,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,Not sure how to answer this one. Her brother watches TV before school and she might be there but shows no real interest.,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-057,Spend one on one time showing/explaining things,home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,Help her try to take steps with her leg braces,home,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,"Make sure we bring all activities to her level (including laundry, cooking, computer use, etc) Helps her feel involved.",home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,No change desired at this time as she is not old enough,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-058,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,Ask them to help,home,home,1,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,Don't all any playing on smartphone or ipad,play,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,"Helping her when she needs it, but expecting that she does do it if she's shon in the past that she can",chore,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,Making up chores that are age appropriate,chore,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,"Putting out dishes at mealtime, giving meal on plate and asking her to take it toher table to cat, trying to promote an environment where independence and helpfulness are expected",basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,"Started limiting screen time, though harder to do when weather is bad",play,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,Try and make tasks age appropriate as much as possible,home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-063,"Whenever possible, make tasks into a game to make completion fun",home,home,2,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-072,None,home,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Attend events organized by daycare,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Change toys + activities to improve skills,home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Communicate with daycare teachers for feedback on development and any issues,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Have a schedule of planned activities prepared ahead of time,home,home,0,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Have him help with gift wrapping and other holiday traditions,social,home,2,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Making tidying up a game,chore,home,2,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,educational activity,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,chore,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,play,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,None,social,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Potty training,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Teaching him how to put on his own clothes,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-076,Use play to teach new skills,home,home,3,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-078,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-078,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-078,None,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-078,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-078,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
WC Baseline ,01-078,None,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
