,Unnamed: 0.1,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
2871,3737,3737,525,0,Setting up play dates with other children with special needs. ,Play dates with other children with special needs.,1.115763138,0,TRUE,1.7142213381829274,0,TRUE,0.5984582001829275
2877,3743,3743,525,0,Inviting family over to visit more often. ,Inviting family over to visit more of the time.,1.038903629,0,TRUE,1.7142213381829274,0,TRUE,0.6753177091829274
2878,3744,3744,525,0,Inviting family over to visit more often. ,Inviting friends to visit more often.,1.129854494,0,TRUE,1.7142213381829274,0,TRUE,0.5843668441829275
2880,3746,3746,525,0,Inviting family over to visit more often. ,Invite your family over more often,1.039447387,0,TRUE,1.7142213381829274,0,TRUE,0.6747739511829274
2881,3747,3747,525,0,Inviting family over to visit more often. ,Inviting family over to visit more often.,1.030697628,0,TRUE,1.7142213381829274,0,TRUE,0.6835237101829275
2882,3748,3748,525,0,Inviting family over to visit more often. ,Invite the family over to visit more often.,1.162304223,0,TRUE,1.7142213381829274,0,TRUE,0.5519171151829274
2883,3749,3749,525,0,Inviting family over to visit more often. ,Inviting family over to visit for more often.,1.032500453,0,TRUE,1.7142213381829274,0,TRUE,0.6817208851829275
2884,3750,3750,525,0,Inviting family over to visit more often. ,Inviting family over for dinner more often.,1.048523978,0,TRUE,1.7142213381829274,0,TRUE,0.6656973601829275
2885,3751,3751,525,0,Attend more library story times. ,Attend more library story times.,1.143166455,0,TRUE,1.7142213381829274,0,TRUE,0.5710548831829274
2886,3752,3752,525,0,Attend more library story times. ,Attend library story times.,1.143836381,0,TRUE,1.7142213381829274,0,TRUE,0.5703849571829274
2887,3753,3753,525,0,Attend more library story times. ,Attend more story times at the library.,1.249983515,0,TRUE,1.7142213381829274,0,TRUE,0.4642378231829274
2888,3754,3754,525,0,Attend more library story times. ,Attend more story time in the library.,1.202907284,0,TRUE,1.7142213381829274,0,TRUE,0.5113140541829275
2889,3755,3755,525,0,Attend more library story times. ,Listen more to library storytimes.,1.130365212,0,TRUE,1.7142213381829274,0,TRUE,0.5838561261829274
2890,3756,3756,525,0,Attend more library story times. ,Attend more story-time at the library.,1.256212838,0,TRUE,1.7142213381829274,0,TRUE,0.4580085001829275
2891,3757,3757,525,0,Attend more library story times. ,Attend more local libraries for stories and crafts.,1.155985052,0,TRUE,1.7142213381829274,0,TRUE,0.5582362861829275
2895,3761,3761,525,0,"Look up city schedule online- library, movies in the park, farmers market.","Look up the local and state calendar online- library, movies in the park, farmers market.",1.152785387,0,TRUE,1.7142213381829274,0,TRUE,0.5614359511829274
2897,3763,3763,525,0,"Look up city schedule online- library, movies in the park, farmers market.","Look up community services online- library, farmers market, public parks, movies in park.",1.108119903,0,TRUE,1.7142213381829274,0,TRUE,0.6061014351829275
2899,3765,3765,525,0,Setting up play dates with typically developing peer children. ,Setting up play dates with siblings who are developmental peers.,1.066030081,0,TRUE,1.7142213381829274,0,TRUE,0.6481912571829274
2900,3766,3766,525,0,Setting up play dates with typically developing peer children. ,Setting up play dates with kids of the same age and abilities.,1.02202384,0,TRUE,1.7142213381829274,0,TRUE,0.6921974981829275
2901,3767,3767,525,0,Setting up play dates with typically developing peer children. ,Setting up play dates with typically developing peer children.,1.145720261,0,TRUE,1.7142213381829274,0,TRUE,0.5685010771829275
2902,3768,3768,525,0,Setting up play dates with typically developing peer children. ,Setting up play dates with older children with developmental delays.,1.086605805,0,TRUE,1.7142213381829274,0,TRUE,0.6276155331829274
2903,3769,3769,525,0,Setting up play dates with typically developing peer children. ,Keeping regular play dates with their friends with typically developing peers.,1.197404358,0,TRUE,1.7142213381829274,0,TRUE,0.5168169801829274
2904,3770,3770,525,0,Setting up play dates with typically developing peer children. ,"Setting up play dates with siblings, friends, and peers with similar developmental needs.",1.107353615,0,TRUE,1.7142213381829274,0,TRUE,0.6068677231829274
2908,3774,3774,525,0,Coordinate therapies during the day when she is most active and interested. ,Coordinate therapy with school during the day when she is most interested.,1.130126817,0,TRUE,1.7142213381829274,0,TRUE,0.5840945211829274
2978,4123,4123,01-097,0,Spend 1:1 time with him also my parents help out- without distractions,Spend 1:1 time with him and my parents help out- without distractions,1.147308486,0,TRUE,1.7142213381829274,0,TRUE,0.5669128521829274
2980,4125,4125,01-097,0,Spend 1:1 time with him also my parents help out- without distractions,"Spend 1:1 time with him, and my parents help out- without distractions",1.199502525,0,TRUE,1.7142213381829274,0,TRUE,0.5147188131829274
2981,4126,4126,01-097,0,Spend 1:1 time with him also my parents help out- without distractions,Spend one-up time with him and also my parents help out with no distractions.,1.219881797,0,TRUE,1.7142213381829274,0,TRUE,0.4943395411829274
2982,4127,4127,01-097,0,Spend 1:1 time with him also my parents help out- without distractions,"Spend 1:1 time with him at home and with my help, without distractions",1.170269524,0,TRUE,1.7142213381829274,0,TRUE,0.5439518141829274
2984,4129,4129,01-097,0,Spend 1:1 time with him also my parents help out- without distractions,Spend 1:1 time with him and my parents help out-without distractions.,1.263933398,0,TRUE,1.7142213381829274,0,TRUE,0.4502879401829274
2997,4142,4142,712,0,Bringing Tablets for her to play with during any outside of the house activity,Bringing a tablet computer out of the house.,1.11257028,0,TRUE,1.7142213381829274,0,TRUE,0.6016510581829275
2998,4143,4143,712,0,Bringing Tablets for her to play with during any outside of the house activity,Bringing tablets for her to play with during any outside of the house activity,1.198735783,0,TRUE,1.7142213381829274,0,TRUE,0.5154855551829274
2999,4144,4144,712,0,Bringing Tablets for her to play with during any outside of the house activity,Bringing iPad minis for her to play with during any out of the house activity,1.127656339,0,TRUE,1.7142213381829274,0,TRUE,0.5865649991829274
3001,4146,4146,712,0,Bringing Tablets for her to play with during any outside of the house activity,Bringing Tablets to any neighborhood outings,1.012501598,0,TRUE,1.7142213381829274,0,TRUE,0.7017197401829274
3005,4150,4150,712,0,Bringing Tablets for her to play with during any outside of the house activity,Bringing tablets for her to play with during neighborhood activities,1.19585322,0,TRUE,1.7142213381829274,0,TRUE,0.5183681181829274
3006,4151,4151,712,0,Bringing Tablets for her to play with during any outside of the house activity,Taking Tablets for her to play with during any outside of the house activity,1.077980876,0,TRUE,1.7142213381829274,0,TRUE,0.6362404621829274
3119,4264,4264,712,0,Bring her to places to cut hair that work on kids and even have special days for special needs kids that need less noise and accommodations ,Bring her to places that cut hair and even have special days for special needs kids that need less noise and accommodations,1.256499716,0,TRUE,1.7142213381829274,0,TRUE,0.4577216221829274
3122,4267,4267,712,0,Bring her to places to cut hair that work on kids and even have special days for special needs kids that need less noise and accommodations ,Bring her to places to cut hair that work on kids and even have special special needs days for special needs kids that need less noise and accommodations,1.242401746,0,TRUE,1.7142213381829274,0,TRUE,0.4718195921829273
3124,4269,4269,712,0,Bring her to places to cut hair that work on kids and even have special days for special needs kids that need less noise and accommodations ,Bring her to places to cut hair that work on kids and even have special days for special needs kids that need less noise and accommodations,1.24828025,0,TRUE,1.7142213381829274,0,TRUE,0.4659410881829273
3197,4342,4342,275,0,having other children around,having other kids around,0.923963249,0,TRUE,1.7142213381829274,0,TRUE,0.7902580891829274
3201,4346,4346,275,0,having other children around,having other children around in community setting,0.971101279,0,TRUE,1.7142213381829274,0,TRUE,0.7431200591829275
3238,4383,4383,275,0,taking his friends,taking his friends to eat,1.210352933,0,TRUE,1.7142213381829274,0,TRUE,0.5038684051829274
3267,4412,4412,212,0,Staying away from anyplace with moving cars.,Staying away from anyplace with moving trains.,1.24272608,0,TRUE,1.7142213381829274,0,TRUE,0.4714952581829275
3269,4414,4414,212,0,Staying away from anyplace with moving cars.,Staying away from places with moving cars.,1.183029361,0,TRUE,1.7142213381829274,0,TRUE,0.5311919771829274
3276,4421,4421,212,0,Getting other people to play with him.,Getting other people to play with you.,1.262411619,0,TRUE,1.7142213381829274,0,TRUE,0.4518097191829273
3310,4455,4455,212,0,Bringing stuff form home.,Coming out of home.,1.122164422,0,TRUE,1.7142213381829274,0,TRUE,0.5920569161829274
3311,4456,4456,212,0,Bringing stuff form home.,Bringing stuff from home.,1.068058542,0,TRUE,1.7142213381829274,0,TRUE,0.6461627961829275
3313,4458,4458,212,0,Bringing stuff form home.,Getting stuff from home.,1.036542863,0,TRUE,1.7142213381829274,0,TRUE,0.6776784751829275
3314,4459,4459,212,0,Bringing stuff form home.,Bringing stuff from home,0.957651276,0,TRUE,1.7142213381829274,0,TRUE,0.7565700621829274
3315,4460,4460,212,0,Bringing stuff form home.,Bringing things from home.,1.10184823,0,TRUE,1.7142213381829274,0,TRUE,0.6123731081829273
3316,4461,4461,212,0,Bringing stuff form home.,Bringing home stuff.,1.128843472,0,TRUE,1.7142213381829274,0,TRUE,0.5853778661829274
3317,4462,4462,212,0,Bringing stuff form home.,Bringing in stuff from home.,1.078158972,0,TRUE,1.7142213381829274,0,TRUE,0.6360623661829274
3374,4519,4519,212,0,Playtime on his level.,Playtime at his level.,1.208807793,0,TRUE,1.7142213381829274,0,TRUE,0.5054135451829274
3399,4544,4544,212,0,Planing for the future when he gets older.,Planing the future when he gets older.,1.024949383,0,TRUE,1.7142213381829274,0,TRUE,0.6892719551829274
3400,4545,4545,212,0,Planing for the future when he gets older.,Planning for the future when he gets older.,1.081529153,0,TRUE,1.7142213381829274,0,TRUE,0.6326921851829275
3470,4615,4615,02-022,0,Safety chair so he can sit up on his own,"Safety chair so he can sit out on his own,",1.19465681,0,TRUE,1.7142213381829274,0,TRUE,0.5195645281829275
3474,4619,4619,02-022,0,Shut of tv,Shut off TV,1.183673425,0,TRUE,1.7142213381829274,0,TRUE,0.5305479131829274
3477,4622,4622,02-022,0,Shut of tv,Shut off tv,1.183673425,0,TRUE,1.7142213381829274,0,TRUE,0.5305479131829274
3480,4625,4625,02-022,0,Shut of tv,Turn the lights out.,1.165005826,0,TRUE,1.7142213381829274,0,TRUE,0.5492155121829274
3499,4644,4644,02-022,0,tried more toys at bath time,tried more toys at dress up time,1.253481271,0,TRUE,1.7142213381829274,0,TRUE,0.4607400671829273
3501,4646,4646,02-022,0,tried more toys at bath time,tried more toys at bathtime,1.234370423,0,TRUE,1.7142213381829274,0,TRUE,0.4798509151829273
3503,4648,4648,02-022,0,tried more toys at bath time,try more toys at bath time,1.139770513,0,TRUE,1.7142213381829274,0,TRUE,0.5744508251829274
3521,4666,4666,02-022,0,"Play with him - get onto the floor with him, actively participate with him","Play with him, actively participating with him",1.139181166,0,TRUE,1.7142213381829274,0,TRUE,0.5750401721829275
3562,4707,4707,02-022,0,Put mattress on living room floor to keep him safe,Put mattress on living room floor under him to keep him safe,1.010983065,0,TRUE,1.7142213381829274,0,TRUE,0.7032382731829274
3564,4709,4709,02-022,0,Put mattress on living room floor to keep him safe,Put mattress on floor to keep him safe,1.220497142,0,TRUE,1.7142213381829274,0,TRUE,0.4937241961829275
3565,4710,4710,02-022,0,Put mattress on living room floor to keep him safe,Put a bed and mattress on living room floor to keep him safe,1.021325322,0,TRUE,1.7142213381829274,0,TRUE,0.6928960161829274
3567,4712,4712,02-022,0,Put mattress on living room floor to keep him safe,Put a mattress on the living room floor to keep him safe,1.228436481,0,TRUE,1.7142213381829274,0,TRUE,0.4857848571829275
3568,4713,4713,02-022,0,Put mattress on living room floor to keep him safe,Put mattress on living room with a table to keep him safe.,1.04562404,0,TRUE,1.7142213381829274,0,TRUE,0.6685972981829273
3583,4728,4728,647,0,read books together,read books together at home,1.014209473,0,TRUE,1.7142213381829274,0,TRUE,0.7000118651829275
3585,4730,4730,647,0,read books together,get read to read books together,1.056868883,0,TRUE,1.7142213381829274,0,TRUE,0.6573524551829275
3586,4731,4731,647,0,read books together,in home setting: read books together,1.154698227,0,TRUE,1.7142213381829274,0,TRUE,0.5595231111829275
3589,4734,4734,647,0,timing around naps and bedtime,Timing around naps and bedtime,1.032911064,0,TRUE,1.7142213381829274,0,TRUE,0.6813102741829273
3596,4741,4741,647,0,choose activities geared towards kids,Choose activities that are kid appropriate,1.252892377,0,TRUE,1.7142213381829274,0,TRUE,0.4613289611829274
3600,4745,4745,647,0,choose activities geared towards kids,Choose activities geared towards kids in the community.,1.109508041,0,TRUE,1.7142213381829274,0,TRUE,0.6047132971829274
3604,4749,4749,647,0,"sing the ""clean up time"" song before and during picking up toys ",jumble toys and other household objects before placing them in the trash can.,1.210899631,0,TRUE,1.7142213381829274,0,TRUE,0.5033217071829275
3605,4750,4750,647,0,"sing the ""clean up time"" song before and during picking up toys ",sing the clean up time song before and after picking up toys,1.138196806,0,TRUE,1.7142213381829274,0,TRUE,0.5760245321829274
3606,4751,4751,647,0,"sing the ""clean up time"" song before and during picking up toys ","sing the ""clean up time"" song before and during picking up toys",1.174575817,0,TRUE,1.7142213381829274,0,TRUE,0.5396455211829274
3610,4755,4755,647,0,"sing the ""clean up time"" song before and during picking up toys ",sing the songs it's clean up time before and during picking up toys,1.080921462,0,TRUE,1.7142213381829274,0,TRUE,0.6332998761829274
3617,4762,4762,647,0,reading books and singing songs before getting into bed for bedtime or naptime,reading books and singing songs before getting into bed for bed or naptime,0.99281426,0,TRUE,1.7142213381829274,0,TRUE,0.7214070781829275
